Ref,Project name,Country,Date online,Decomission date,Status,Technology,Technology_details,Technology_electricity,Technology_electricity_details,Product,EndUse_Refining,EndUse_Ammonia,EndUse_Methanol,EndUse_Iron&Steel,EndUse_Other Ind,EndUse_Mobility,EndUse_Power,EndUse_Grid inj.,EndUse_CHP,EndUse_Domestic heat,EndUse_Biofuels,EndUse_Synfuels,EndUse_CH4 grid inj.,EndUse_CH4 mobility,Announced Size,Capacity_MWel,Capacity_Nm³ H₂/h,Capacity_kt H2/y,Capacity_t CO₂ captured/y,"IEA zero-carbon estimated normalized capacity
[Nm³ H₂/hour]",References,LOWE_CF
3,H2GO Energy Park Oude-Tonge - 1st phase,NLD,2023.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,2.5MW,2.5,555.5555555555555,0.4331333333333333,,555.5555555555555,[503][630][609],0.5
4,H2GO Energy Park Oude-Tonge - 2nd phase,NLD,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,26MW,23.5,5222.222222222223,4.071453333333333,,5222.222222222223,[503][630][609],0.5
11,Green Hysland Mallorca - Phase 1,ESP,2022.0,,Operational,PEM,,Dedicated renewable,Solar PV,H2,,,,,,1.0,,1.0,,,,,,,2.5 MW,2.5,480.7692307692308,0.37482692307692306,,480.7692307692308,[317] [319] [594] [682] [691] [692][1239],0.3
12,Power to Green H2 Mallorca (GREEN HYSLAND) - Phase 2,ESP,2025.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,1.0,,1.0,,,,,,,10,7.5,1666.6666666666667,1.2994,,1666.6666666666667,[317] [319] [612] [682] [691],0.3
16,Fukushima Hydrogen Energy Research Field,JPN,2020.0,2023.0,Operational,ALK,,Dedicated renewable,Solar PV,H2,,,,,,1.0,1.0,,,,,,,,10 MW,10.0,2173.913043478261,1.6948695652173913,,2173.913043478261,[58] [135] [326] [327] [328],0.3
17,Hydrospider - St Gallen,CHE,2020.0,,Operational,PEM,,Dedicated renewable,Hydropower,H2,,,,,,1.0,,,,,,,,,2 MW,2.0,384.61538461538464,0.2998615384615385,,384.61538461538464,[239] [354] [546],0.8
18,"Apex Energy, Rostock-Laage",DEU,2021.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,1.0,,,,,,2 MW,2.0,434.7826086956522,0.33897391304347824,,434.7826086956522,[577][578],0.57
19,Leuchtturmprojekt Power-to-Gas Baden-Württemberg,DEU,2020.0,,Operational,PEM,,Dedicated renewable,Hydropower,H2,,,,,,1.0,,,,,,,,,1.3 MW,1.3,250.00000000000003,0.19491,,250.00000000000003,[435] [545],0.8
20,eFarm (5 production sites in North Frisia),DEU,2020.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,,1.0,,,,,,,,,1.125 MW,1.125,216.34615384615387,0.1686721153846154,,216.34615384615387,[236] [355][585],0.4
22,Hydrogen plant - Orkney Islands - BIG HIT 2n phase,GBR,2019.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,,1.0,1.0,1.0,,1.0,,,,,1 MW,1.0,192.30769230769232,0.14993076923076926,,192.30769230769232,[383] [547],0.4
29,H2One - Tsuruga City,JPN,2020.0,,Operational,PEM,,Grid,,H2,,,,,,1.0,,,,,,,,,1 Nm3/h,0.0052,1.0,0.00077964,,1.0,[550],0.57
31,Guangdong Synergy Hydrogen Power Technology Co. 1st phase,CHN,2019.0,,Operational,PEM,,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,4 MW,4.0,769.2307692307693,0.599723076923077,,769.2307692307693,[352],0.5
38,Parnu refuelling station,EST,2019.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,1 MW - 200m3 H2/h,1.0,217.3913043478261,0.16948695652173912,,217.3913043478261,,0.57
40,"H2Nodes, Riga",EST,2019.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,140 Nm3 H2/h,0.728,140.0,0.10914959999999999,,140.0,[390] [391] [437],0.57
41,Houdain bus station HRS (TADAO/Bulle 6 SMTAG),FRA,2019.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,0.5 MW,0.5,108.69565217391305,0.08474347826086956,,108.69565217391305,,0.57
43,Quebec Great Toronto Area East,CAN,2019.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.5 MW - 100m3 H2/h,0.5,108.69565217391305,0.08474347826086956,,108.69565217391305,[458],0.57
44,Fébus Pau bus station HRS,FRA,2019.0,,Operational,PEM,,Grid,,H2,,,,,,1.0,,,,,,,,,0.75 MW,0.75,144.23076923076923,0.1124480769230769,,144.23076923076923,[547],0.57
49,Sarawak Energy,MYS,2019.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,60 Nm3/h,0.276,60.0,0.046778400000000005,,60.0,[240] [357],0.57
62,H2One - SP Group,SGP,2019.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,1 Nm3 H2/h,0.0052,1.0,0.00077964,,1.0,[556],0.57
65,Semakau island microgrid Engie (SPORE),SGP,2019.0,,Operational,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,1.0,,,,,,,,50 kW,0.05,11.111111111111112,0.008662666666666667,,11.111111111111112,"[244], [707]",0.57
66,H2PLAZA - Toyota Industries Corporation’s Takahama,JPN,2019.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,10 Nm³ H₂/h,0.045,10.0,0.0077963999999999985,,10.0,"[554], [708]",0.5
67,Localhy,DEU,2019.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,,,,,,0.0,[601][602],0.5
68,Wind to Gas Südermarsch,DEU,2019.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,,1.0,,1.0,,,,,,,2.4 MW - 450m3 H2/h,2.4,450.0,0.350838,,450.0,[222] [431] [737],0.4
70,SunLine Transit Agency,USA,2018.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,1.5MW,1.5,288.46153846153845,0.2248961538461538,,288.46153846153845,[405],0.57
71,HyBALANCE,DNK,2020.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,,1.0,,1.0,,,,,,,1.5 MW,1.5,288.46153846153845,0.2248961538461538,,288.46153846153845,"[2], [4], [8], [48], [49]",0.4
74,H2ORIZON,DEU,2020.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,1.0,,1.0,,,,,,0.8 MW,0.8,153.84615384615387,0.11994461538461539,,153.84615384615387,"[31], [137], [138] [409]",0.57
75,ASKO Midt-Norge,NOR,2017.0,,Operational,ALK,,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,0.7Mw or 150m3 H2/h,0.7,152.17391304347825,0.1186408695652174,,152.17391304347825,[476],0.3
77,Hydrogen plant - Orkney Islands - BIG HIT 1st phase,GBR,2017.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,,1.0,1.0,1.0,,,,,,,0.7 MW,0.7,134.6153846153846,0.10495153846153846,,134.6153846153846,[371] [383],0.4
83,GNVert H2 ,FRA,2018.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,37 Nm3 H2/h,0.1924,37.0,0.028846679999999996,,37.0,[392],0.57
85,Tongji solar hybrid hydrogen refueling station,CHN,2018.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,25 Nm3 H2/h,0.11249999999999999,25.0,0.019491,,25.0,,0.3
96,Oxelösund Forklifts,SWE,2018.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,,,,,,0.0,[404],0.57
97,H21 Leeds City Gate - Teesside hydrogen,GBR,2035.0,,Concept,NG w CCUS,ATR+CCUS,,,H2,1.0,,,,1.0,1.0,,1.0,,,,,,,1GW H2 - 1.5Mt CO2/y,,3890730.337078652,3033.369,15000000.0,1880646.6415412277,[269] [302] [1121],0.9
111,"Hynet Northwest, phase 1 (Essar Stanlow refinery)",GBR,2026.0,,Feasibility study,NG w CCUS,ATR+CCUS,,,H2,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,3 TWh H2/y - 0.81Mt CO2/y,,115437.89441280592,90.00000000000001,810000.0,101554.9186432263,"[300], [709]",0.9
119,Energy observer,FRA,2017.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,9 Nm3/h,0.046799999999999994,9.0,0.0070167599999999995,,9.0,[250] [365],0.57
122,"H2One - Hydrogen Application Center, Fuchu Complex",JPN,2017.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,1 Nm3/h,0.0052,1.0,0.00077964,,1.0,[553],0.57
123,H2One - Asahi Breweries in Ibaraki,JPN,2017.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,1 Nm3/h,0.0052,1.0,0.00077964,,1.0,[555],0.57
124,Costa Rica Transportation Ecosystem Project,CRI,2017.0,,Operational,PEM,,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,1 Nm3/h,0.0052,1.0,0.00077964,,1.0,,0.5
135,Hamburg - Schnackenburgallee,DEU,2016.0,,Operational,PEM,,Grid,,H2,,,,,,1.0,,,,,,,,,0.185 MW,0.185,35.57692307692308,0.02773719230769231,,35.57692307692308,[2][7][45],0.57
142,WindGas Hamburg-Reitbrook,DEU,2015.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,,1.0,,,,,,,,,1.5 MW,1.5,288.46153846153845,0.2248961538461538,,288.46153846153845,[1] [2] [4] [7] [8] [9] [34],0.4
148,Don Quichote,BEL,2015.0,,Operational,ALK,,Dedicated renewable,Onshore wind,H2,,,,,,1.0,,,,,,,,,0.3 MW - 60 Nm3 H2/h,0.3,65.21739130434783,0.050846086956521735,,65.21739130434783,[4] [388],0.4
169,"Hydrogen Valley South Tyrol - Bolzano, CHIC",ITA,2014.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,1.5MW - 180m3 H2/h,1.5,326.0869565217391,0.25423043478260865,,326.0869565217391,[864] [865],0.57
173,H2BER (Berlin airport),DEU,2014.0,,Operational,ALK,,Dedicated renewable,Onshore wind,H2,,,,,,1.0,,,,,,,,,0.5 MW - 100 Nm3H2/h,0.5,108.69565217391305,0.08474347826086956,,108.69565217391305,"[2], [7], [97] [409]",0.4
201,H2 Logic HRS with onsite electrolysis Aalborg,DNK,2013.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,200 kg H2/d,0.4307116104868913,93.63295880149812,0.073,,93.63295880149812,[484],0.57
204,"Oslo, CHIC",NOR,2013.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.6MW - 120 Nm3 H2/h,0.6,130.43478260869566,0.10169217391304347,,130.43478260869566,,0.57
205,"HySynergy, phase 1",DNK,2023.0,,FID/Construction,ALK,,Grid,,H2,1.0,,,,,1.0,,,,,,,,,20MW,20.0,4347.826086956522,3.3897391304347826,,4347.826086956522,[288] [331],0.57
221,"H2Move, Fraunhofer ISE",DEU,2013.0,,Operational,PEM,,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,0.04MW,0.04,7.6923076923076925,0.0059972307692307695,,7.6923076923076925,"[1], [2], [7], [59]",0.3
235,H2Herten,DEU,2012.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,1.0,,,,,,0.165MW,0.165,35.869565217391305,0.027965347826086954,,35.869565217391305,[1] [2] [5] [7] [41],0.57
239,Cotbus,DEU,2012.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.12 MW - 30 Nm3 H2/h,0.12,26.08695652173913,0.020338434782608696,,26.08695652173913,,0.57
246,Hydrogen mini grid system Yorkshire (Rotherham),GBR,2012.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,1.0,,,,,,,0.03MW,0.03,6.521739130434782,0.005084608695652174,,6.521739130434782,"[1], [2], [5], [7]",0.57
254,"Hamburg Hafen City, CEP",DEU,2011.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.6MW - 120 Nm3 H2/h,0.6,120.0,0.09355680000000001,,120.0,"[1], [7], [65], [66]",0.57
258,"Hybrid Power Plant Enertrag, Prenzlau",DEU,2011.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,1.0,,1.0,,,,,0.5MW - 120 Nm3 H2/h,0.5,120.0,0.09355680000000001,,120.0,"[1], [2], [5], [7], [9], [71] [526]",0.57
259,"EnBW H2 station, Stuttgart",DEU,2011.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.3MW - 60 Nm3 H2/h,0.3,65.21739130434783,0.050846086956521735,,65.21739130434783,"[1], [2]",0.57
282,"HARP System, Bella Coola",CAN,2010.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,0.3MW - 60 Nm3 H2/h,0.3,65.21739130434783,0.050846086956521735,,65.21739130434783,"[1], [5], [69]",0.57
286,H2KT - Hydrogen Energy Storage in Nuuk,DNK,2010.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,1.0,,,,,,,19m3 H2/h,0.0874,19.0,0.014813159999999999,,19.0,"[1], [5] [409]",0.57
288,ITHER,ESP,2010.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.065MW,0.065,14.130434782608697,0.011016652173913044,,14.130434782608697,[1] [2] [7] [64],0.57
306,Istanbul,TUR,2009.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.16MW - 30m3 H2/h,0.16,30.0,0.023389200000000002,,30.0,,0.57
333,Baglan Energy Park Wales,GBR,2008.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,10 Nm3/h,0.046,10.0,0.0077963999999999985,,10.0,"[1], [5], [17]",0.57
341,Hydepark,TUR,2008.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.007MW,0.007,1.3461538461538463,0.0010495153846153847,,1.3461538461538463,"[1], [5], [54]",0.57
342,"Stand-alone power system, Neo Olvio of Xanthi",GRC,2008.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.7m3 H2/h,0.0036399999999999996,0.7,0.000545748,,0.7,"[1], [5], [171]",0.57
343,"HYLINK, Totara Valley",NZL,2008.0,,DEMO,PEM,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,0.09m3 H2/h,0.00046799999999999994,0.09,7.01676e-05,,0.09,"[1], [5], [7], [55], [63]",0.57
356,RES2H2 Gran Canaria,ESP,2007.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.055MW,0.055,11.956521739130435,0.009321782608695652,,11.956521739130435,"[1], [5], [55], [62]",0.57
366,"CUTE and HyFLEET:CUTE, Barcelona",ESP,2006.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.3MW - 60 Nm3 H2/h,0.3,65.21739130434783,0.050846086956521735,,65.21739130434783,"[7], [133]",0.57
433,"Porto, CUTE",PRT,2003.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.3MW - 60 Nm3 H2/h,0.3,65.21739130434783,0.050846086956521735,,65.21739130434783,,0.57
437,Energiepark Mainz,DEU,2017.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,1.0,1.0,,1.0,,,,,,,6 MW,6.0,1153.8461538461538,0.8995846153846152,,1153.8461538461538,[2] [7] [11] [42] [381] [737],0.4
449,INGRID,ITA,2016.0,,Operational,ALK,,Other/unknown,,H2,,,,,1.0,1.0,1.0,1.0,,,,,,,1.2 MW,1.2,260.8695652173913,0.20338434782608694,,260.8695652173913,[509],0.57
453,Gwalpahari Solar-Hydrogen demonstration,IND,2015.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,1.0,1.0,,,,,,,,0.12MW,0.12,26.666666666666668,0.0207904,,26.666666666666668,[249] [409],0.3
461,Solar Energy Centre SmartFuel hydrogen station ,IND,2015.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,,,,,,0.0,,0.3
472,FaHyence,FRA,2017.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,30 Nm3/h,0.138,30.0,0.023389200000000002,,30.0,[411],0.57
487,Laboratory Plant HRI Quebec,CAN,2001.0,,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,0.005MW - 1 Nm3 H2/h,0.005,1.0869565217391304,0.0008474347826086956,,1.0869565217391304," [1], [5], [87], [89], [90]",0.57
502,HRS CMB Port of Antwerp,BEL,2021.0,,Operational,PEM,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,1 MW,1.0,192.30769230769232,0.14993076923076926,,192.30769230769232,[616] [829][966],0.57
505,H2 Logic HRS with onsite electrolysis in Vejle,DNK,2013.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,200 kg H2/d,0.4307116104868913,93.63295880149812,0.073,,93.63295880149812,[484],0.57
506,H2 Logic HRS with onsite electrolysis Holstebro,DNK,2013.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,200 kg H2/d,0.4307116104868913,93.63295880149812,0.073,,93.63295880149812,[484],0.57
507,H2 Logic 3 HRS with onsite electrolysis in Copenhagen,DNK,2013.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,3x200 kg H2/d,1.292134831460674,280.89887640449433,0.21899999999999997,,280.89887640449433,[484],0.57
510,Hyoffwind Zeebrugge,BEL,2025.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,1.0,,1.0,,,,,,,25MW,25.0,5555.555555555556,4.331333333333333,,5555.555555555556,,0.55
513,"""Waste-to-wheels"" Charleroi",BEL,,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,,,,,,0.0,[530][656][1616],0.5
516,Green Fuels for Denmark - Phase 1,DNK,2024.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,10MW,10.0,2222.222222222222,1.7325333333333333,,2222.222222222222,[512] [515][1258],0.5
517,Hystock (EnergyStock),NLD,2021.0,,Operational,PEM,,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,,,,,,,,,1 MW - 220m3 H2/h,1.0,192.30769230769232,0.14993076923076926,,192.30769230769232,"[2], [7], [103], [127] [395] [396] [547] [784]",0.3
518,HAEOLUS,NOR,2021.0,,Operational,PEM,,Dedicated renewable,Onshore wind,H2,,,,,1.0,1.0,1.0,,,,,,,,2.5MW - 500m3 H2/h,2.5,480.7692307692308,0.37482692307692306,,480.7692307692308,[369],0.4
530,H2RES - Orsted offshore wind,DNK,2022.0,,Operational,ALK,,Dedicated renewable,Offshore wind,H2,,,,,,1.0,,,,,,,,,2MW,2.0,434.7826086956522,0.33897391304347824,,434.7826086956522,[696] [918] [919][1248],0.55
531,Samsø,DNK,,,Other/Unknown,ALK,,Other/unknown,,H2,,,,,,1.0,,,,,,,,,,,,,,0.0,[2],0.57
532,Høst - Esbjerg green ammonia plant,DNK,2026.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,1.0,,,,,,,,,1GW,1000.0,222222.22222222225,173.25333333333333,,222222.22222222225,[734],0.5
533,HRS Aalborg,DNK,2020.0,,Operational,ALK,,Grid,,H2,,,,,,1.0,,,,,,,,,0.25MW - 60m3 H2/h,0.25,54.34782608695652,0.04237173913043478,,54.34782608695652,[583],0.57
538,Glomfjord Hydrogen AS,NOR,,,Feasibility study,ALK,,Dedicated renewable,Hydropower,H2,,,,,,1.0,,,,,,,,,2MW,2.0,434.7826086956522,0.33897391304347824,,434.7826086956522,[496],0.8
539,"HyNor Lillestrøm, Akershus Energy Park",NOR,2013.0,,Operational,Biomass,,,,H2,,,,,,1.0,1.0,,,,,,,,10m3 H2/h,,10.0,0.0077963999999999985,,10.0,,0.9
549,4Kvinnherad Power-to-Gas,NOR,2024.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,30-60MW - 10-20t H2/d,45.0,10000.0,7.7964,,10000.0,[496],0.57
554,RABH2,GBR,2011.0,2014.0,DEMO,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,,,,,,,0.005MW,0.005,1.0869565217391304,0.0008474347826086956,,1.0869565217391304,"[1], [5], [136]",0.57
556,"Aberdeen Kittybrewster, Hydrogen bus project",GBR,2015.0,2018.0,DEMO,ALK,,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,1MW - 180m3 H2/h,1.0,217.3913043478261,0.16948695652173912,,217.3913043478261,"[2], [4], [187], [188]",0.57
557,"Fife, Levenmouth Community Energy Project",GBR,2016.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,,1.0,1.0,,,,,,,,0.37MW,0.37,82.22222222222223,0.06410373333333333,,82.22222222222223,"[2], [4], [189], [190], [191] [409]",0.4
558,"PURE Project, Unst",GBR,2005.0,,Operational,ALK,,Other/unknown,,H2,,,,,,1.0,1.0,,1.0,,,,,,0.015MW,0.015,3.260869565217391,0.002542304347826087,,3.260869565217391,"[1], [5], [86], [87]",0.57
559,Tyseley Energy Park refuelling hub Birmingham,GBR,2021.0,,Operational,PEM,,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,3MW,3.0,576.9230769230769,0.4497923076923076,,576.9230769230769,[592] [593][1199],0.5
563,Green Fuels for Denmark - Phase 2,DNK,2025.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Various,,,,,1.0,1.0,,,,,,1.0,,,100MW,90.0,20000.0,15.5928,,20000.0,[512] [515][725][1258],0.5
565,Green Fuels for Denmark - Phase 3,DNK,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Various,,,,,1.0,1.0,,,,,,1.0,,,250MW,150.0,33333.333333333336,25.988,,33333.333333333336,[512] [515][1258],0.5
566,Green Hydrogen for Scotland,GBR,2024.0,,FID/Construction,PEM,,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,20MW,20.0,3846.153846153846,2.9986153846153845,,3846.153846153846,[581] [854][1514],0.3
572,Linde - Ontario (California),USA,2024.0,,Feasibility study,PEM,,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,5 MW,5.0,961.5384615384615,0.7496538461538461,,961.5384615384615,[623] [1836],0.5
576,Northern Irish hydrogen project - Ballymena Hydrogen,GBR,2025.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,,1.0,,,,,,,,,1 MW,1.0,222.22222222222223,0.17325333333333334,,222.22222222222223,[624][625],0.4
579,"North CCU HUB, phase 1. North C Hydrogen",BEL,2024.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,1.0,,,1.0,,,,,,,,,65MW-45kt MeOH,65.0,14444.444444444445,11.261466666666667,,14444.444444444445,[444] [654],0.5
580,Centurion,GBR,,,Other/Unknown,PEM,,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,1.0,,,,,,,100 MW,100.0,19230.76923076923,14.993076923076922,,19230.76923076923,[232] [473],0.5
582,IPCEI SilverFrog,ITA,2030.0,,Concept,PEM,,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,1.0,,,,,,,1000MW,,0.0,0.0,,0.0,[419],0.5
584,Murchison,AUS,2028.0,,Feasibility study,PEM,,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,1.0,,,,,,,,3000MW,5000.0,961538.4615384616,749.6538461538462,,961538.4615384616,[291] [377] [494] [520] [660] [676][889],0.3
586,IPCEI Blue Danube,"ROM
DEU
AUT",,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,,,,,,,,1500-2115MW,,0.0,0.0,,0.0,,0.5
590,NEL - Nikola Agreement H2 refuelling stations in USA (total),USA,,,Concept,Other Electrolysis,Unknown PtX,Other/unknown,,H2,,,,,,1.0,,,,,,,,,1000MW,915.0,203333.33333333334,158.5268,,203333.33333333334,[270],0.57
594,Costa Rica Transportation Ecosystem Project,CRI,2025.0,,Feasibility study,PEM,,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,1 MW,1.0,192.30769230769232,0.14993076923076926,,192.30769230769232,,0.5
597,HyGreen Provence (Phase 1),FRA,2023.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,1.0,1.0,,,,,,,1MW,1.0,222.22222222222223,0.17325333333333334,,222.22222222222223,[337] [338],0.3
598,HyGreen Provence (Phase 2),FRA,2025.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,1.0,1.0,,,,,,,130MW,129.0,28666.666666666668,22.34968,,28666.666666666668,,0.3
599,HyGreen Provence (Phase 3),FRA,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,1.0,1.0,,,,,,,470MW,340.0,75555.55555555556,58.90613333333334,,75555.55555555556,,0.3
602,"Hysencia, Phase I",ESP,2024.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,,,,,,,,40MW,40.0,8888.888888888889,6.930133333333333,,8888.888888888889,[560] [800],0.5
607,"Green Crane - La Robla, Phase 1",ESP,,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,,,,,,,,60MW,60.0,13333.333333333334,10.3952,,13333.333333333334,[319],0.5
614,"GreenH2UB (10 hubs of 3-10MW, the first one Ref786)",NLD,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,1.0,1.0,1.0,1.0,,,,,,,100MW,95.0,21111.111111111113,16.459066666666665,,21111.111111111113,[503][630],0.4
615,Vallée Hydrogène Grand Ouest (VHyGO) - H2 Ouest (Phase 1),FRA,2021.0,,Operational,ALK,,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,750kW - 300kg H2/d,0.75,163.04347826086956,0.12711521739130432,,163.04347826086956,"[857] [858][1014], Platts European Gas Daily 08-09-2021",0.5
616,Vallée Hydrogène Grand Ouest (VHyGO) - EffiH2,FRA,2022.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,1MW or 300 kg H2/d,1.0,222.22222222222223,0.17325333333333334,,222.22222222222223,[857] [858] [1609] [1610],0.5
618,"Ferrolterra plant, pahse 1",ESP,2024.0,,Feasibility study,PEM,,Dedicated renewable,Offshore wind,H2,,,,,,1.0,,,,,,,,,20MW,20.0,3846.153846153846,2.9986153846153845,,3846.153846153846,[598][1398],0.55
